City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
375,Kambove,CD,68.7,light rain,-10.8764,26.5969,Couvant des soeurs catholiques
376,Gushikawa,JP,71.6,broken clouds,26.3544,127.8686,Kirari Guest House
378,Casas Grandes,MX,66.45,scattered clouds,30.3667,-107.95,Pueblo del Soul B&B
379,At-Bashi,KG,48.16,scattered clouds,41.1702,75.8106,Hostel At-Bashy
383,Artyom,AZ,51.94,overcast clouds,40.4723,50.333,Pir hos
384,George Town,MY,82.33,few clouds,5.4112,100.3354,Cititel Penang
385,Dasoguz,TM,75.15,overcast clouds,41.8363,59.9666,Hotel Erik
386,Yushan,CN,64.98,overcast clouds,31.3776,120.9543,裕元花园酒店
387,Jalu,LY,84.13,overcast clouds,29.0331,21.5482,صاحبة الفخامة
388,Vila,PT,59.7,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
389,Khani,GE,51.37,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
390,Meulaboh,ID,78.98,overcast clouds,4.1363,96.1285,Kost Pria
392,San Lawrenz,MT,65.61,few clouds,36.0553,14.204,San Andrea Hotel
393,Bonthe,SL,86.95,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
395,Sawakin,SD,85.95,clear sky,19.1059,37.3321,فندق الدويم
396,Pundaguitan,PH,83.05,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
397,Teahupoo,PF,71.56,light rain,-17.8333,-149.2667,Vanira Lodge
400,Clifton Springs,AU,64.96,few clouds,-38.15,144.5667,Drysdale House Bed & Breakfast
401,Aquiraz,BR,87.89,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
402,Darfo,IT,65.71,broken clouds,45.8779,10.1812,Hotel San Martino
404,Eucaliptus,BO,56.28,broken clouds,-17.5833,-67.5167,Hotel Serrano
405,Rumphi,MW,71.87,light rain,-11.0186,33.8575,Finst Rumphi Earthbag House Lodge
406,Diamantino,BR,89.47,clear sky,-14.4086,-56.4461,Hotel Delta
408,Pringsewu,ID,72.84,broken clouds,-5.3582,104.9744,Urban Style by Front One
409,Pak Phanang,TH,81.63,few clouds,8.3511,100.202,Green Park Inn Hotel
411,Maraba,BR,84.38,broken clouds,-5.3686,-49.1178,Hotel Del Principe
412,Alyangula,AU,73.27,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
413,Rorvik,NO,39.67,broken clouds,64.8621,11.2373,Kysthotellet Rørvik AS
414,Jogbani,IN,85.75,scattered clouds,26.4167,87.25,Hotel Eastern Star
415,Katherine,AU,68.32,overcast clouds,-14.4667,132.2667,Pine Tree Motel
416,Malyn,UA,57.83,overcast clouds,50.7723,29.2383,Ukraine
417,Sorkjosen,NO,37.4,broken clouds,69.8,20.9333,Reisafjord Hotel AS
418,Ca Mau,VN,77.83,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
420,Luorong,CN,73.36,clear sky,24.4058,109.6086,荣立大酒店
421,Mar Del Plata,AR,64.87,broken clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
423,Ayr,GB,52.32,few clouds,55.4627,-4.6339,Mercure Ayr Hotel
424,Petropavl,KZ,42.31,scattered clouds,54.8753,69.1628,Отель GREENWICH
425,Grand Gaube,MU,79.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
426,Chemal,RU,31.35,light snow,51.4111,86.005,Guesthouse V Sosnovom Boru
427,Gondar,ET,78.48,overcast clouds,12.6,37.4667,L Shape Hotel
428,Surt,LY,67.82,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
430,Esperance,AU,55.24,scattered clouds,-33.8667,121.9,Hospitality Esperance
431,Labuhan,ID,78.98,broken clouds,-6.8844,112.2051,DoubleFAG
432,Januaria,BR,96.51,clear sky,-15.4833,-44.3667,Hotel Paraguassu
434,Itanagar,IN,68.85,few clouds,27.1,93.6167,Hotel Moomsie Itanagar
435,Porto Seguro,BR,82.92,broken clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
437,Pishin,PK,76.71,clear sky,30.5803,66.9961,City Hotel Pishin
438,Mehamn,NO,35.71,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
439,Rio Gallegos,AR,44.65,fog,-51.6226,-69.2181,Hotel Santa Cruz
440,Shingu,JP,54.59,clear sky,33.7333,135.9833,Shingu UI Hotel
441,Anguillara Sabazia,IT,61.38,broken clouds,42.0875,12.2767,Country Relais I Due Laghi
444,Bull Savanna,JM,80.98,overcast clouds,17.8868,-77.5902,Big Red's
445,Oistins,BB,84.29,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
446,Mogok,MM,67.28,scattered clouds,22.9167,96.5,MOGOK HILL HOTEL
447,Yabelo,ET,69.51,scattered clouds,4.8833,38.0833,Asnakech W/michael
449,Sechura,PE,74.71,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
450,Inhambane,MZ,77.0,scattered clouds,-23.865,35.3833,Oceano
451,Wakefield,GB,52.84,overcast clouds,53.6809,-1.499,Hotel Restaurant Campanile Wakefield
452,Aloleng,PH,81.81,broken clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
459,Albesti,RO,68.63,overcast clouds,47.7,27.0667,Cosmin
461,Baruun-Urt,MN,51.78,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
462,Palasa,IN,79.9,broken clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
463,Lyngseidet,NO,37.4,overcast clouds,69.5763,20.2189,Magic Mountain Lodge
464,Murud,IN,82.31,overcast clouds,18.3258,72.965,On Point Plaza
465,Strathpeffer,GB,46.29,overcast clouds,57.588,-4.5382,Highland Hotel
466,Ambon,ID,82.54,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
467,Mineral Wells,US,65.17,clear sky,32.8085,-98.1128,The Baker Hotel and Spa
469,Norrtalje,SE,35.44,overcast clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
470,Neumunster,DE,47.07,scattered clouds,54.0667,9.9833,Best Western Hotel Prisma
472,Cedral,MX,58.98,scattered clouds,23.8,-100.7333,Hotel Rocio
473,Fukue,JP,62.31,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
474,Askarovo,RU,49.15,scattered clouds,53.3372,58.5089,Gostinitsa Na Kirova S Saunoy
475,Morris,US,49.23,moderate rain,40.8334,-74.5329,Parsippany Inn and Suites Morris Plains
476,Ixtapa,MX,80.65,clear sky,20.7,-105.2,hotel la terminal
477,Concordia,AR,76.78,clear sky,-31.393,-58.0209,Palmar Hotel Casino
478,Monte Siao,BR,78.15,scattered clouds,-22.4325,-46.5725,Hotel Sion
479,Alto Araguaia,BR,83.32,few clouds,-17.3147,-53.2153,Araguaia Palace Hotel
480,Itoman,JP,72.37,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
481,Darab,IR,76.6,overcast clouds,28.7519,54.5444,Naghshe shapoor Hotel
482,Gravdal,NO,40.89,clear sky,68.1214,13.5031,Skreda Rorbusuiter
484,Staicele,LV,41.88,scattered clouds,57.8364,24.75,Atpūtas vieta Stārķu Miga
485,Upata,VE,88.79,broken clouds,8.0086,-62.3989,Posada Villa Nela
486,Tomatlan,MX,79.92,clear sky,19.9333,-105.25,El Salvial
488,Tautira,PF,79.95,light rain,-17.7333,-149.15,Pension Oaoa
489,Bubaque,GW,76.41,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
490,Las Vegas,US,72.18,clear sky,36.175,-115.1372,Plaza Hotel & Casino
492,Brae,GB,39.34,overcast clouds,60.3964,-1.353,Busta House Hotel
493,Namatanai,PG,79.05,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
494,Kruisfontein,ZA,64.89,light rain,-34.0033,24.7314,Oyster Bay House Rental
497,Lahat,ID,73.08,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
499,Acarau,BR,84.22,scattered clouds,-2.8856,-40.12,castelo pizzaria
500,Mayumba,GA,81.46,overcast clouds,-3.432,10.6554,LIKWALE LODGE
501,Wainwright,CA,37.63,broken clouds,52.839,-110.8572,Ramada by Wyndham Wainwright
502,Bonga,ET,70.97,light rain,7.2833,36.2333,Abelena bare and restorant
503,Edeia,BR,88.36,few clouds,-17.3383,-49.9314,Hotel Imperial Edeia
504,Huarmey,PE,72.5,broken clouds,-10.0681,-78.1522,Hotel Miramar
505,Conakry,GN,91.47,haze,9.538,-13.6773,Riviera Royal Hotel
506,Iquique,CL,68.04,broken clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
507,Porosozero,RU,35.55,broken clouds,62.7191,32.727,Porosozero
508,Tual,ID,84.11,broken clouds,-5.6667,132.75,Grand Vilia Hotel
511,Portland,US,43.61,scattered clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
512,Ngunguru,NZ,66.56,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
513,Acajutla,SV,87.98,broken clouds,13.5928,-89.8275,Laureles
514,Fereydun Kenar,IR,62.82,overcast clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
516,Elizabeth City,US,56.01,broken clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
517,Salinas,US,50.5,haze,36.6777,-121.6555,Laurel Inn & Conference Center
518,Del Rio,US,72.23,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
519,Kingaroy,AU,64.44,overcast clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
520,Noumea,NC,81.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
521,Bambous Virieux,MU,79.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
523,Saint Andrews,US,52.66,few clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
524,Ullapool,GB,45.36,overcast clouds,57.8987,-5.1604,Argyll Hotel
525,Eyl,SO,81.91,overcast clouds,7.9803,49.8164,Amiin Hotel
526,Sao Felix Do Xingu,BR,84.04,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
527,Calama,CL,50.49,clear sky,-22.4667,-68.9333,Park Hotel Calama
529,Tuy Hoa,VN,71.8,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
530,Midland,US,66.9,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
531,Tulum,MX,77.5,scattered clouds,20.2167,-87.4667,Kin Ha Tulum
532,Waitati,NZ,47.77,overcast clouds,-45.75,170.5667,Arden Country House BnB Dunedin
533,Turayf,SA,79.05,clear sky,31.6725,38.6637,Turaif
535,Uberaba,BR,82.98,few clouds,-19.7483,-47.9319,Tamareiras Park Hotel
536,Koumac,NC,77.32,overcast clouds,-20.5667,164.2833,Le Monitel
537,Meridian,US,37.62,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
539,Kieta,PG,78.78,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
540,Agfalva,HU,47.35,overcast clouds,47.6899,16.5166,Club Vital Wellness Pension
541,Lazaro Cardenas,MX,82.49,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
542,Masty,BY,46.49,overcast clouds,53.4122,24.5387,Gostinitsa Masty
544,Victor Harbor,AU,66.18,scattered clouds,-35.5667,138.6167,McCracken Country Club
545,Mazagao,BR,87.85,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
546,Shimanovsk,RU,31.86,overcast clouds,52.0,127.7,Гостиница Домашняя
547,Oranjestad,AW,85.95,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
548,Kadoma,JP,62.6,clear sky,34.7333,135.5833,Hotel Agora Osaka Moriguchi
551,Acandi,CO,80.89,overcast clouds,8.5063,-77.2778,Hotel Patio Bonito
553,Labunista,MK,62.08,few clouds,41.2686,20.5961,Villa Alula
555,Polyarnyy,RU,35.87,overcast clouds,69.1989,33.4478,Hotel Tatyana
556,Port Moresby,PG,78.22,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
557,Concepcion Del Oro,MX,57.29,broken clouds,24.6333,-101.4167,Hotel Hacienda San Javier
558,Cabo San Lucas,MX,70.05,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
559,Ancud,CL,52.23,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
560,Hofn,IS,33.03,broken clouds,64.2539,-15.2082,Hótel Höfn
561,Tripoli,LY,69.87,clear sky,32.8752,13.1875,Al Waddan Hotel
562,Basco,PH,78.08,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
563,Manokwari,ID,79.05,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
564,Warwick,US,58.01,overcast clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
565,Pirai Do Sul,BR,77.45,overcast clouds,-24.5261,-49.9486,Victor Hotel
566,Denpasar,ID,78.46,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
568,Dunedin,NZ,49.69,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
571,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
572,Meyzieu,FR,51.01,broken clouds,45.7667,5.0,Forum Hotel
573,San Vicente,AR,81.5,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
574,Hutchinson,US,54.03,clear sky,38.0608,-97.9298,Hampton Inn Hutchinson
575,Nouakchott,MR,91.33,clear sky,18.0858,-15.9785,HOTEL IMAN
576,Mazamari,PE,72.48,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
578,Coihueco,CL,54.34,broken clouds,-36.6167,-71.8333,Frutillares Centro Coihueco
579,Tremosna,CZ,46.49,broken clouds,49.8158,13.395,Barvicka
580,Yeppoon,AU,74.98,broken clouds,-23.1333,150.7333,Villa Mar Colina
581,Soe,ID,64.69,overcast clouds,-9.8607,124.284,Dena Hotel
582,Tutoia,BR,85.78,overcast clouds,-2.7619,-42.2744,Pousada Guará's
584,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
585,Marawi,PH,66.7,moderate rain,7.9986,124.2928,Derogongan Residence
586,Paramonga,PE,71.62,overcast clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
588,Wenatchee,US,43.05,clear sky,47.4235,-120.3103,SpringHill Suites by Marriott Wenatchee
589,The Pas,CA,35.62,scattered clouds,53.8251,-101.2541,Wescana Inn
590,Farafangana,MG,76.46,light rain,-22.8167,47.8333,Miarina
591,Montevideo,UY,75.81,broken clouds,-34.8335,-56.1674,Besares Social Club
592,Svetlogorsk,BY,49.23,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
593,Pemangkat,ID,79.07,overcast clouds,1.1667,108.9667,Ramah Kost KITA
594,Berlevag,NO,35.4,overcast clouds,70.8578,29.0864,Kvitbrakka
595,Krasnogorsk,RU,51.96,clear sky,55.8225,37.3181,"Hotel ""Academy"""
596,Mareeba,AU,72.32,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
597,Rawson,AR,63.19,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
598,Tuzha,RU,39.78,overcast clouds,57.6062,47.936,Na Beregu
599,Rurrenabaque,BO,82.67,overcast clouds,-14.4413,-67.5278,Casa de Campo
600,Davila,PH,79.07,broken clouds,18.4726,120.5763,Blue Ridge Beach Resort
601,Progreso,MX,77.11,broken clouds,21.2833,-89.6667,Playa Linda Hotel
602,Myre,NO,40.95,overcast clouds,69.1036,15.9492,Alveland AS
603,Killybegs,IE,47.91,overcast clouds,54.6333,-8.45,Tara Hotel
604,Posse,BR,91.56,few clouds,-14.0931,-46.3694,Pousada das Palmeiras
606,Abatskoye,RU,32.47,few clouds,56.2875,70.4555,Gostinitsa Abatskaya
607,Assiniboia,CA,44.42,overcast clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
608,Gainesville,US,62.02,clear sky,29.6516,-82.3248,Wyndham Garden Gainesville
609,Kupang,ID,77.38,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
610,Alofi,NU,75.09,broken clouds,-19.0595,-169.9187,Taloa Heights
611,Necochea,AR,70.88,few clouds,-38.5473,-58.7368,dyd -mar Hotel
613,Orsk,RU,54.5,scattered clouds,51.2049,58.5668,Kolizey
614,Matagami,CA,33.91,overcast clouds,49.7502,-77.6328,Hôtel Matagami
615,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Pirineos
616,Knyaginino,RU,39.9,overcast clouds,55.8228,45.0349,Zhara
617,Genhe,CN,32.14,snow,50.7833,121.5167,Companionship Hotel
618,Hammerfest,NO,36.05,broken clouds,70.6634,23.6821,Skytterhuset
619,Keti Bandar,PK,82.33,broken clouds,24.1447,67.4497,Haji laloo memon house
620,Kovdor,RU,32.61,snow,67.5662,30.4758,Derevo Zhelaniy
621,Maniwaki,CA,37.78,broken clouds,46.3834,-75.966,Centre Chateau Logue
622,Isangel,VU,80.46,overcast clouds,-19.55,169.2667,Tanna Lodge
623,Krasnyy Yar,RU,57.13,overcast clouds,46.5331,48.3456,Cottege near Ufa
624,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
625,Kisangani,CD,90.03,scattered clouds,0.5167,25.2,Grand Ramela Hotel
626,Albert Town,JM,75.7,overcast clouds,18.2943,-77.5424,Meridian guest house
627,Senden,DE,47.25,broken clouds,48.3244,10.0444,Gasthof Rössle
629,Harbour Breton,CA,34.03,snow,47.4833,-55.7983,Southern Port Hotel
630,Bhusawal,IN,97.43,clear sky,21.05,75.7667,Ganesh Park (Udita Construction)
631,Larsnes,NO,42.44,overcast clouds,62.2028,5.5773,Liset Feriesenter AS
632,Henderson,US,72.75,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
633,Traralgon,AU,58.55,clear sky,-38.1833,146.5333,Comfort Inn Traralgon
634,Salinopolis,BR,75.61,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
635,Goleniow,PL,48.61,few clouds,53.5639,14.8285,Matejki Goleniow Apartament
636,Paita,PE,73.44,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
638,Palm Bay,US,69.01,overcast clouds,28.0345,-80.5887,Port d'Hiver Bed and Breakfast
639,Zhengjiatun,CN,55.62,overcast clouds,43.5064,123.5064,Siping Hexiang Hotel
640,Tshikapa,CD,79.59,light rain,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
642,Norden,DE,45.95,overcast clouds,53.6,7.2,Hotel Aquarius
643,Tubuala,PA,78.13,overcast clouds,9.5167,-79.0333,Río Nabagana
644,Moroni,KM,81.46,broken clouds,-11.7022,43.2551,Hotel les Arcades
645,Bitung,ID,77.85,broken clouds,1.4451,125.1824,K2 Lembeh
646,Zaltan,LY,73.04,clear sky,32.947,11.8665,زلطن الشرقية
647,Dalby,AU,66.97,scattered clouds,-27.1833,151.2667,Kobbers Motor Inn Dalby
648,Manado,ID,77.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
649,Jiwani,PK,83.07,scattered clouds,25.05,61.7417,Al Mumtaz Transport Jiwani
650,Puerto Ayacucho,VE,87.51,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
653,Warri,NG,88.92,overcast clouds,5.5167,5.75,BON Hotel Delta
655,Kavaratti,IN,84.25,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
656,Abong Mbang,CM,88.86,overcast clouds,3.9833,13.1833,Auberge Angle Sur
657,Zhiryatino,RU,46.72,overcast clouds,53.2228,33.7306,Lukomorye
658,Ewa Beach,US,75.15,clear sky,21.3156,-158.0072,Base Lodging
659,Hirna,ET,71.56,overcast clouds,9.2167,41.1,Seid Ali
660,Thongwa,MM,84.36,clear sky,16.7619,96.5278,Mhaw Wun Marlar Park
661,Novo Aripuana,BR,84.9,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
662,Moyale,KE,78.26,broken clouds,3.5167,39.0584,La Tahzan Guest House
663,Matinha,BR,86.04,broken clouds,-3.1006,-45.0336,Hotel do Posto e Conveniência
664,Dickinson,US,72.16,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
665,Nonoichi,JP,55.18,clear sky,36.5333,136.6167,北山旅館
666,Rantauprapat,ID,74.89,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
667,Klyuchi,RU,37.13,few clouds,52.2667,79.1667,Vesolaya Mayovka
668,Nedjo,ET,67.91,light rain,9.5046,35.5019,Yerosan Hotel
670,Agbor,NG,90.39,light rain,6.2518,6.1934,MIRAMAS HOTEL
671,Jinxiang,CN,62.64,few clouds,27.4327,120.6062,Wolong Village
672,Doha,QA,97.11,broken clouds,25.2867,51.5333,Movenpick Hotel Doha
673,Tobol,KZ,47.88,overcast clouds,52.6844,62.5794,Tobol Gostinitsa
674,Samarkand,UZ,71.02,overcast clouds,39.6542,66.9597,Ideal Hotel
675,Zhob,PK,81.63,few clouds,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
676,Hobyo,SO,82.83,few clouds,5.3505,48.5268,Iftin hotel hobyo
677,Ambilobe,MG,76.95,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
678,Kailua,US,75.18,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
679,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
680,Yukhnov,RU,44.01,overcast clouds,54.7444,35.2297,Yukhnovgrad
681,Faya,SA,77.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
683,Ucluelet,CA,40.08,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
684,Olivet,FR,55.11,clear sky,47.8622,1.8991,Hôtel-Restaurant Le Rivage
685,Ulladulla,AU,63.5,scattered clouds,-35.35,150.4667,Sandpiper Motel
686,Cabra,ES,68.63,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
687,Xining,CN,56.43,broken clouds,36.6167,101.7667,Super Leisure Hotel
690,General Jose Eduvigis Diaz,PY,77.09,clear sky,-27.1667,-58.4167,Hotel Tala Puera
691,Alta Floresta,BR,89.42,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
692,Shetpe,KZ,57.87,overcast clouds,44.1667,52.1167,Rtsm Shetpe Analog
693,Mugumu,TZ,80.76,few clouds,-1.85,34.7,Lemala Mara
694,Christchurch,NZ,53.01,scattered clouds,-43.5333,172.6333,The George
696,Revelstoke,CA,39.22,scattered clouds,50.9832,-118.2023,Best Western Plus Revelstoke
697,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
698,Jingdezhen,CN,65.88,broken clouds,29.2947,117.2079,Garden Hotel
699,Bud,US,37.92,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
700,Komsomolskiy,UZ,75.92,overcast clouds,40.4272,71.7189,Ikathouse
701,Pochutla,MX,81.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
702,Cururupu,BR,78.22,light rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
703,Le Port,RE,80.56,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
