City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Dawlatabad,AF,36.4141,64.9053,80.69,19,86,8.72,overcast clouds
341,Aguimes,ES,27.9054,-15.4461,65.66,64,20,14.97,few clouds
342,Santa Rosa,PH,14.3122,121.1114,82.38,74,100,7.76,overcast clouds
343,Paris,FR,48.8534,2.3488,54.37,63,40,10.36,scattered clouds
344,Miramar,US,25.9873,-80.2323,75.02,53,75,12.66,broken clouds
345,El Tigre,VE,8.8875,-64.2454,87.87,41,51,14.41,broken clouds
346,Niquelandia,BR,-14.4739,-48.4597,92.1,39,5,2.35,clear sky
347,Shimoda,JP,34.6667,138.95,61.11,86,0,11.16,clear sky
348,Salalah,OM,17.0151,54.0924,84.29,74,0,9.22,clear sky
349,Ahuimanu,US,21.4447,-157.8378,74.91,78,75,12.66,broken clouds
350,Gasa,PS,31.5,34.4667,69.87,69,0,13.89,clear sky
351,Olinda,BR,-8.0089,-34.8553,83.93,74,75,12.66,broken clouds
352,Mount Gambier,AU,-37.8333,140.7667,60.71,72,18,9.22,few clouds
353,Quatre Cocos,MU,-20.2078,57.7625,79.09,77,13,12.28,few clouds
354,Dingle,PH,10.9995,122.6711,75.87,88,100,4.29,overcast clouds
355,Vila Velha,BR,-20.3297,-40.2925,89.55,64,20,10.36,few clouds
356,Lixourion,GR,38.2019,20.4314,62.6,88,20,4.61,few clouds
357,Sabha,LY,27.0377,14.4283,92.01,10,72,4.25,broken clouds
358,Volosovo,RU,59.4333,29.4833,40.59,75,75,11.5,broken clouds
359,San Andres Del Rabanedo,ES,42.6117,-5.6167,62.78,32,20,6.91,few clouds
360,Tabas,IR,33.5959,56.9244,85.89,11,100,1.63,overcast clouds
361,Te Anau,NZ,-45.4167,167.7167,43.88,90,50,0.34,scattered clouds
362,Bilibino,RU,68.0546,166.4372,-12.26,99,100,1.88,overcast clouds
363,Beringovskiy,RU,63.05,179.3167,32.05,91,100,17.2,overcast clouds
364,Quartucciu,IT,39.2519,9.1794,73.65,41,0,24.16,clear sky
365,West Bay,KY,19.3667,-81.4167,84.07,70,40,10.36,scattered clouds
366,Itarema,BR,-2.9248,-39.9167,84.16,73,39,13.02,scattered clouds
367,Zhangye,CN,38.9342,100.4517,64.44,16,100,5.5,overcast clouds
368,Si Bun Ruang,TH,16.9667,102.2833,84.07,37,55,6.8,broken clouds
369,Luena,AO,-11.7833,19.9167,69.94,87,86,5.91,light rain
370,Stornoway,GB,58.2093,-6.3865,48.04,53,40,12.66,scattered clouds
371,Klaksvik,FO,62.2266,-6.589,36.52,57,100,14.81,overcast clouds
372,Sergeyevka,KZ,53.88,67.4158,45.81,66,91,6.82,overcast clouds
373,Teguldet,RU,57.3064,88.1667,33.46,97,100,7.74,overcast clouds
374,Luanda,AO,-8.8368,13.2343,82.4,74,40,11.5,scattered clouds
375,Kambove,CD,-10.8764,26.5969,68.7,90,99,5.06,light rain
376,Gushikawa,JP,26.3544,127.8686,71.6,86,75,12.66,broken clouds
377,Boshnyakovo,RU,49.6333,142.1667,27.82,96,31,4.83,scattered clouds
378,Casas Grandes,MX,30.3667,-107.95,66.45,28,49,7.09,scattered clouds
379,At-Bashi,KG,41.1702,75.8106,48.16,67,43,1.68,scattered clouds
380,Agadez,NE,19.75,10.25,103.59,3,0,3.51,clear sky
381,Dakoro,NE,14.5106,6.765,106.34,5,7,2.59,clear sky
382,Airai,TL,-8.9266,125.4092,58.89,79,98,2.42,overcast clouds
383,Artyom,AZ,40.4723,50.333,51.94,88,100,17.34,overcast clouds
384,George Town,MY,5.4112,100.3354,82.33,88,20,5.99,few clouds
385,Dasoguz,TM,41.8363,59.9666,75.15,35,100,6.91,overcast clouds
386,Yushan,CN,31.3776,120.9543,64.98,75,93,9.51,overcast clouds
387,Jalu,LY,29.0331,21.5482,84.13,12,94,7.49,overcast clouds
388,Vila,PT,42.0304,-8.1588,59.7,52,100,5.88,overcast clouds
389,Khani,GE,41.9563,42.9566,51.37,89,55,3.62,broken clouds
390,Meulaboh,ID,4.1363,96.1285,78.98,85,92,2.73,overcast clouds
391,Inuvik,CA,68.3499,-133.7218,4.21,82,100,11.5,light snow
392,San Lawrenz,MT,36.0553,14.204,65.61,77,11,12.03,few clouds
393,Bonthe,SL,7.5264,-12.505,86.95,64,100,10.27,overcast clouds
394,Murgab,TM,37.4966,61.9714,82.27,32,100,6.91,overcast clouds
395,Sawakin,SD,19.1059,37.3321,85.95,54,0,6.22,clear sky
396,Pundaguitan,PH,6.3711,126.1689,83.05,77,97,14.43,overcast clouds
397,Teahupoo,PF,-17.8333,-149.2667,71.56,80,100,18.45,light rain
398,Tumbagaan,PH,5.3656,120.3139,80.11,80,99,2.46,overcast clouds
399,Boende,CD,-0.2167,20.8667,94.68,36,43,1.21,scattered clouds
400,Clifton Springs,AU,-38.15,144.5667,64.96,94,23,8.05,few clouds
401,Aquiraz,BR,-3.9014,-38.3911,87.89,80,96,7.11,overcast clouds
402,Darfo,IT,45.8779,10.1812,65.71,21,71,14.0,broken clouds
403,Walvis Bay,NA,-22.9575,14.5053,60.1,57,18,13.2,few clouds
404,Eucaliptus,BO,-17.5833,-67.5167,56.28,53,79,9.53,broken clouds
405,Rumphi,MW,-11.0186,33.8575,71.87,82,81,4.23,light rain
406,Diamantino,BR,-14.4086,-56.4461,89.47,53,4,4.81,clear sky
407,Ati,TD,13.2154,18.3353,107.87,5,39,11.21,scattered clouds
408,Pringsewu,ID,-5.3582,104.9744,72.84,97,72,1.9,broken clouds
409,Pak Phanang,TH,8.3511,100.202,81.63,73,21,4.07,few clouds
410,Thinadhoo,MV,0.5333,72.9333,84.38,65,31,8.46,scattered clouds
411,Maraba,BR,-5.3686,-49.1178,84.38,84,75,4.61,broken clouds
412,Alyangula,AU,-13.8483,136.4192,73.27,100,46,3.44,scattered clouds
413,Rorvik,NO,64.8621,11.2373,39.67,69,62,9.75,broken clouds
414,Jogbani,IN,26.4167,87.25,85.75,44,50,13.56,scattered clouds
415,Katherine,AU,-14.4667,132.2667,68.32,60,99,3.44,overcast clouds
416,Malyn,UA,50.7723,29.2383,57.83,72,90,7.7,overcast clouds
417,Sorkjosen,NO,69.8,20.9333,37.4,75,75,5.75,broken clouds
418,Ca Mau,VN,9.1769,105.15,77.83,87,42,4.47,scattered clouds
419,Hay River,CA,60.8156,-115.7999,28.38,80,75,17.27,broken clouds
420,Luorong,CN,24.4058,109.6086,73.36,53,9,3.49,clear sky
421,Mar Del Plata,AR,-38.0023,-57.5575,64.87,87,75,11.99,broken clouds
422,Mbekenyera,TZ,-10.0,38.9833,75.69,92,17,2.84,light rain
423,Ayr,GB,55.4627,-4.6339,52.32,49,20,19.57,few clouds
424,Petropavl,KZ,54.8753,69.1628,42.31,60,31,5.99,scattered clouds
425,Grand Gaube,MU,-20.0064,57.6608,79.38,80,2,3.0,clear sky
426,Chemal,RU,51.4111,86.005,31.35,96,100,0.6,light snow
427,Gondar,ET,12.6,37.4667,78.48,18,98,11.14,overcast clouds
428,Surt,LY,31.2089,16.5887,67.82,52,64,17.34,broken clouds
429,Bembereke,BJ,10.2283,2.6634,100.83,20,100,1.57,overcast clouds
430,Esperance,AU,-33.8667,121.9,55.24,56,27,3.53,scattered clouds
431,Labuhan,ID,-6.8844,112.2051,78.98,83,72,4.18,broken clouds
432,Januaria,BR,-15.4833,-44.3667,96.51,26,4,3.6,clear sky
433,Beisfjord,NO,68.3751,17.5988,42.85,81,99,2.91,overcast clouds
434,Itanagar,IN,27.1,93.6167,68.85,83,23,3.42,few clouds
435,Porto Seguro,BR,-16.4497,-39.0647,82.92,78,75,4.61,broken clouds
436,Tahoua,NE,14.8888,5.2692,105.78,11,5,10.36,clear sky
437,Pishin,PK,30.5803,66.9961,76.71,9,0,4.43,clear sky
438,Mehamn,NO,71.0357,27.8492,35.71,98,100,30.42,overcast clouds
439,Rio Gallegos,AR,-51.6226,-69.2181,44.65,100,100,8.05,fog
440,Shingu,JP,33.7333,135.9833,54.59,72,0,6.33,clear sky
441,Anguillara Sabazia,IT,42.0875,12.2767,61.38,70,83,12.46,broken clouds
442,Udachnyy,RU,66.4167,112.4,3.85,100,28,1.92,scattered clouds
443,Egvekinot,RU,66.3167,-179.1667,-8.99,95,89,5.64,overcast clouds
444,Bull Savanna,JM,17.8868,-77.5902,80.98,59,100,3.62,overcast clouds
445,Oistins,BB,13.0667,-59.5333,84.29,65,75,23.02,broken clouds
446,Mogok,MM,22.9167,96.5,67.28,56,32,0.69,scattered clouds
447,Yabelo,ET,4.8833,38.0833,69.51,50,46,19.39,scattered clouds
448,Kachug,RU,53.9606,105.8817,28.78,91,100,3.51,overcast clouds
449,Sechura,PE,-5.5569,-80.8222,74.71,69,100,6.29,overcast clouds
450,Inhambane,MZ,-23.865,35.3833,77.0,69,40,11.99,scattered clouds
451,Wakefield,GB,53.6809,-1.499,52.84,61,100,11.45,overcast clouds
452,Aloleng,PH,16.1307,119.7824,81.81,73,68,1.21,broken clouds
453,Araouane,ML,18.9048,-3.5265,101.61,5,25,15.57,scattered clouds
454,Nome,US,64.5011,-165.4064,21.27,100,100,6.91,overcast clouds
455,Salym,RU,60.0625,71.4789,18.39,93,39,3.24,scattered clouds
456,Oranjemund,NA,-28.55,16.4333,70.3,48,0,17.92,clear sky
457,Nalut,LY,30.3333,10.85,84.11,15,0,10.22,clear sky
458,Clyde River,CA,70.4692,-68.5914,-0.17,85,100,4.61,light snow
459,Albesti,RO,47.7,27.0667,68.63,43,100,11.99,overcast clouds
460,Magadan,RU,59.5667,150.8,9.34,96,77,3.91,broken clouds
461,Baruun-Urt,MN,46.6806,113.2792,51.78,39,37,22.41,scattered clouds
462,Palasa,IN,18.7667,84.4167,79.9,85,74,10.11,broken clouds
463,Lyngseidet,NO,69.5763,20.2189,37.4,80,100,2.17,overcast clouds
464,Murud,IN,18.3258,72.965,82.31,82,89,2.39,overcast clouds
465,Strathpeffer,GB,57.588,-4.5382,46.29,72,97,11.83,overcast clouds
466,Ambon,ID,-3.6954,128.1814,82.54,83,40,4.61,light rain
467,Mineral Wells,US,32.8085,-98.1128,65.17,29,0,11.5,clear sky
468,Aklavik,CA,68.2191,-135.0107,1.4,78,75,13.8,broken clouds
469,Norrtalje,SE,59.758,18.705,35.44,86,100,8.9,overcast clouds
470,Neumunster,DE,54.0667,9.9833,47.07,76,35,7.0,scattered clouds
471,Aykhal,RU,66.0,111.5,7.0,97,34,2.21,scattered clouds
472,Cedral,MX,23.8,-100.7333,58.98,49,28,6.64,scattered clouds
473,Fukue,JP,32.6881,128.8419,62.31,78,3,7.14,clear sky
474,Askarovo,RU,53.3372,58.5089,49.15,53,40,11.18,scattered clouds
475,Morris,US,40.8334,-74.5329,49.23,85,100,11.99,moderate rain
476,Ixtapa,MX,20.7,-105.2,80.65,51,0,2.68,clear sky
477,Concordia,AR,-31.393,-58.0209,76.78,73,0,4.0,clear sky
478,Monte Siao,BR,-22.4325,-46.5725,78.15,71,43,3.58,scattered clouds
479,Alto Araguaia,BR,-17.3147,-53.2153,83.32,58,18,4.45,few clouds
480,Itoman,JP,26.1247,127.6694,72.37,85,75,12.66,broken clouds
481,Darab,IR,28.7519,54.5444,76.6,11,100,5.97,overcast clouds
482,Gravdal,NO,68.1214,13.5031,40.89,60,0,4.61,clear sky
483,Gazli,UZ,40.1333,63.45,79.66,22,94,1.99,overcast clouds
484,Staicele,LV,57.8364,24.75,41.88,50,49,10.51,scattered clouds
485,Upata,VE,8.0086,-62.3989,88.79,42,76,8.41,broken clouds
486,Tomatlan,MX,19.9333,-105.25,79.92,50,2,0.98,clear sky
487,Novosheshminsk,RU,55.0651,51.2338,41.41,94,100,10.22,overcast clouds
488,Tautira,PF,-17.7333,-149.15,79.95,80,100,17.92,light rain
489,Bubaque,GW,11.2833,-15.8333,76.41,75,65,10.63,broken clouds
490,Las Vegas,US,36.175,-115.1372,72.18,16,0,4.61,clear sky
491,Esna,EG,25.2934,32.554,102.22,6,33,13.53,scattered clouds
492,Brae,GB,60.3964,-1.353,39.34,58,99,25.12,overcast clouds
493,Namatanai,PG,-3.6667,152.4333,79.05,82,98,5.06,overcast clouds
494,Kruisfontein,ZA,-34.0033,24.7314,64.89,80,95,16.78,light rain
495,Zhigansk,RU,66.7697,123.3711,4.89,92,78,9.89,broken clouds
496,Ilulissat,GL,69.2167,-51.1,12.22,67,75,8.05,light shower snow
497,Lahat,ID,-3.8,103.5333,73.08,97,100,2.44,overcast clouds
498,Alzamay,RU,55.5562,98.6644,26.74,94,97,3.33,overcast clouds
499,Acarau,BR,-2.8856,-40.12,84.22,73,39,12.95,scattered clouds
500,Mayumba,GA,-3.432,10.6554,81.46,78,99,7.65,overcast clouds
501,Wainwright,CA,52.839,-110.8572,37.63,64,71,20.54,broken clouds
502,Bonga,ET,7.2833,36.2333,70.97,57,83,2.93,light rain
503,Edeia,BR,-17.3383,-49.9314,88.36,50,11,1.16,few clouds
504,Huarmey,PE,-10.0681,-78.1522,72.5,75,78,8.03,broken clouds
505,Conakry,GN,9.538,-13.6773,91.47,49,20,11.5,haze
506,Iquique,CL,-20.2208,-70.1431,68.04,64,75,5.61,broken clouds
507,Porosozero,RU,62.7191,32.727,35.55,78,59,10.94,broken clouds
508,Tual,ID,-5.6667,132.75,84.11,75,60,16.31,broken clouds
509,Novyy Urengoy,RU,66.0833,76.6333,-4.76,99,29,8.25,scattered clouds
510,Verkhnyaya Tishanka,RU,51.3239,40.5328,56.93,54,89,4.52,overcast clouds
511,Portland,US,45.5234,-122.6762,43.61,87,40,4.0,scattered clouds
512,Ngunguru,NZ,-35.6167,174.5,66.56,61,49,11.88,scattered clouds
513,Acajutla,SV,13.5928,-89.8275,87.98,48,69,7.09,broken clouds
514,Fereydun Kenar,IR,36.6864,52.5225,62.82,82,100,0.0,overcast clouds
515,Evensk,RU,61.95,159.2333,16.23,84,100,3.06,overcast clouds
516,Elizabeth City,US,36.2946,-76.2511,56.01,64,75,12.66,broken clouds
517,Salinas,US,36.6777,-121.6555,50.5,84,40,5.75,haze
518,Del Rio,US,29.3627,-100.8968,72.23,35,0,10.36,clear sky
519,Kingaroy,AU,-26.5333,151.8333,64.44,100,100,8.05,overcast clouds
520,Noumea,NC,-22.2763,166.4572,81.0,99,73,12.77,broken clouds
521,Bambous Virieux,MU,-20.3428,57.7575,79.21,83,40,8.05,scattered clouds
522,Nanortalik,GL,60.1432,-45.2371,32.32,70,9,3.38,clear sky
523,Saint Andrews,US,34.0454,-81.1293,52.66,45,20,14.97,few clouds
524,Ullapool,GB,57.8987,-5.1604,45.36,64,94,10.18,overcast clouds
525,Eyl,SO,7.9803,49.8164,81.91,73,100,12.66,overcast clouds
526,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.04,72,98,1.5,overcast clouds
527,Calama,CL,-22.4667,-68.9333,50.49,22,0,12.66,clear sky
528,Uttaradit,TH,17.6667,100.5,79.99,46,5,2.35,clear sky
529,Tuy Hoa,VN,13.0833,109.3,71.8,89,55,5.86,broken clouds
530,Midland,US,31.9974,-102.0779,66.9,20,0,12.66,clear sky
531,Tulum,MX,20.2167,-87.4667,77.5,44,43,10.6,scattered clouds
532,Waitati,NZ,-45.75,170.5667,47.77,91,100,4.61,overcast clouds
533,Turayf,SA,31.6725,38.6637,79.05,22,0,4.61,clear sky
534,Sobolevo,RU,54.4299,31.8996,43.93,93,100,16.46,overcast clouds
535,Uberaba,BR,-19.7483,-47.9319,82.98,61,20,5.75,few clouds
536,Koumac,NC,-20.5667,164.2833,77.32,88,91,8.3,overcast clouds
537,Meridian,US,43.6121,-116.3915,37.62,61,0,10.36,clear sky
538,Liusha,CN,27.2098,108.59,57.47,92,99,2.71,light rain
539,Kieta,PG,-6.2167,155.6333,78.78,81,72,1.7,broken clouds
540,Agfalva,HU,47.6899,16.5166,47.35,57,100,17.76,overcast clouds
541,Lazaro Cardenas,MX,17.9583,-102.2,82.49,43,4,1.48,clear sky
542,Masty,BY,53.4122,24.5387,46.49,50,100,12.1,overcast clouds
543,Kenai,US,60.5544,-151.2583,23.09,77,75,0.0,broken clouds
544,Victor Harbor,AU,-35.5667,138.6167,66.18,58,39,7.38,scattered clouds
545,Mazagao,BR,-0.115,-51.2894,87.85,80,82,4.94,broken clouds
546,Shimanovsk,RU,52.0,127.7,31.86,88,99,2.86,overcast clouds
547,Oranjestad,AW,12.524,-70.027,85.95,62,40,23.02,scattered clouds
548,Kadoma,JP,34.7333,135.5833,62.6,67,0,8.05,clear sky
549,Monterey,US,36.2505,-121.2516,51.71,50,0,7.31,clear sky
550,Nioro,GM,13.35,-15.75,108.86,7,4,9.53,clear sky
551,Acandi,CO,8.5063,-77.2778,80.89,88,87,3.87,overcast clouds
552,Caconda,AO,-13.7333,15.0667,70.57,67,83,3.4,broken clouds
553,Labunista,MK,41.2686,20.5961,62.08,32,20,9.22,few clouds
554,Batagay-Alyta,RU,67.8006,130.4114,-3.24,99,94,5.01,overcast clouds
555,Polyarnyy,RU,69.1989,33.4478,35.87,98,100,23.53,overcast clouds
556,Port Moresby,PG,-9.4431,147.1797,78.22,94,75,5.75,broken clouds
557,Concepcion Del Oro,MX,24.6333,-101.4167,57.29,42,57,7.67,broken clouds
558,Cabo San Lucas,MX,22.8909,-109.9124,70.05,83,0,8.99,clear sky
559,Ancud,CL,-41.8697,-73.8203,52.23,92,100,7.11,light rain
560,Hofn,IS,64.2539,-15.2082,33.03,47,71,4.81,broken clouds
561,Tripoli,LY,32.8752,13.1875,69.87,45,0,10.76,clear sky
562,Basco,PH,20.4487,121.9702,78.08,83,44,22.46,scattered clouds
563,Manokwari,ID,-0.8667,134.0833,79.05,83,100,2.01,overcast clouds
564,Warwick,US,41.7001,-71.4162,58.01,76,100,8.01,overcast clouds
565,Pirai Do Sul,BR,-24.5261,-49.9486,77.45,58,100,5.86,overcast clouds
566,Denpasar,ID,-8.65,115.2167,78.46,94,20,1.14,few clouds
567,Moose Factory,CA,51.2585,-80.6094,24.8,86,100,12.66,overcast clouds
568,Dunedin,NZ,-45.8742,170.5036,49.69,86,64,10.6,broken clouds
569,Ostrovnoy,RU,68.0531,39.5131,36.79,99,100,20.78,overcast clouds
570,Luebo,CD,-5.35,21.4167,86.04,56,95,1.05,light rain
571,Porto Novo,BJ,6.4965,2.6036,82.22,58,87,10.51,overcast clouds
572,Meyzieu,FR,45.7667,5.0,51.01,68,75,19.57,broken clouds
573,San Vicente,AR,-26.6167,-54.1333,81.5,43,0,2.71,clear sky
574,Hutchinson,US,38.0608,-97.9298,54.03,39,0,6.91,clear sky
575,Nouakchott,MR,18.0858,-15.9785,91.33,35,5,17.31,clear sky
576,Mazamari,PE,-11.3258,-74.5308,72.48,96,100,0.49,overcast clouds
577,Lavrentiya,RU,65.5833,-171.0,9.09,95,100,3.67,light snow
578,Coihueco,CL,-36.6167,-71.8333,54.34,82,75,8.05,broken clouds
579,Tremosna,CZ,49.8158,13.395,46.49,81,75,13.8,broken clouds
580,Yeppoon,AU,-23.1333,150.7333,74.98,85,77,18.86,broken clouds
581,Soe,ID,-9.8607,124.284,64.69,92,91,4.32,overcast clouds
582,Tutoia,BR,-2.7619,-42.2744,85.78,66,96,11.07,overcast clouds
583,Umm Kaddadah,SD,13.6017,26.6876,102.06,7,2,10.09,clear sky
584,Miri,MY,4.4148,114.0089,75.34,94,40,3.44,scattered clouds
585,Marawi,PH,7.9986,124.2928,66.7,94,100,1.52,moderate rain
586,Paramonga,PE,-10.6667,-77.8333,71.62,76,92,7.78,overcast clouds
587,Severnyy-Kospashskiy,RU,59.0925,57.8008,40.6,70,100,6.06,overcast clouds
588,Wenatchee,US,47.4235,-120.3103,43.05,54,0,5.75,clear sky
589,The Pas,CA,53.8251,-101.2541,35.62,69,40,23.02,scattered clouds
590,Farafangana,MG,-22.8167,47.8333,76.46,82,49,8.12,light rain
591,Montevideo,UY,-34.8335,-56.1674,75.81,86,75,5.99,broken clouds
592,Svetlogorsk,BY,52.6333,29.7333,49.23,92,100,8.9,overcast clouds
593,Pemangkat,ID,1.1667,108.9667,79.07,81,100,0.98,overcast clouds
594,Berlevag,NO,70.8578,29.0864,35.4,97,100,28.83,overcast clouds
595,Krasnogorsk,RU,55.8225,37.3181,51.96,57,0,11.18,clear sky
596,Mareeba,AU,-17.0,145.4333,72.32,91,43,2.26,scattered clouds
597,Rawson,AR,-43.3002,-65.1023,63.19,71,64,22.95,broken clouds
598,Tuzha,RU,57.6062,47.936,39.78,93,100,10.45,overcast clouds
599,Rurrenabaque,BO,-14.4413,-67.5278,82.67,82,91,0.87,overcast clouds
600,Davila,PH,18.4726,120.5763,79.07,80,64,12.97,broken clouds
601,Progreso,MX,21.2833,-89.6667,77.11,45,52,14.43,broken clouds
602,Myre,NO,69.1036,15.9492,40.95,66,89,8.75,overcast clouds
603,Killybegs,IE,54.6333,-8.45,47.91,53,97,6.13,overcast clouds
604,Posse,BR,-14.0931,-46.3694,91.56,28,12,2.77,few clouds
605,Taoudenni,ML,22.6783,-3.9836,95.4,4,0,13.29,clear sky
606,Abatskoye,RU,56.2875,70.4555,32.47,91,21,4.16,few clouds
607,Assiniboia,CA,49.6334,-105.9845,44.42,49,99,17.27,overcast clouds
608,Gainesville,US,29.6516,-82.3248,62.02,48,0,10.36,clear sky
609,Kupang,ID,-10.1667,123.5833,77.38,84,87,7.27,overcast clouds
610,Alofi,NU,-19.0595,-169.9187,75.09,94,64,2.3,broken clouds
611,Necochea,AR,-38.5473,-58.7368,70.88,63,12,9.19,few clouds
612,Kiruna,SE,67.8557,20.2251,29.32,93,100,12.66,overcast clouds
613,Orsk,RU,51.2049,58.5668,54.5,66,40,17.9,scattered clouds
614,Matagami,CA,49.7502,-77.6328,33.91,86,100,5.75,overcast clouds
615,San Cristobal,VE,7.7669,-72.225,75.38,34,88,8.23,overcast clouds
616,Knyaginino,RU,55.8228,45.0349,39.9,97,99,9.4,overcast clouds
617,Genhe,CN,50.7833,121.5167,32.14,97,100,6.71,snow
618,Hammerfest,NO,70.6634,23.6821,36.05,87,75,11.5,broken clouds
619,Keti Bandar,PK,24.1447,67.4497,82.33,71,65,15.84,broken clouds
620,Kovdor,RU,67.5662,30.4758,32.61,97,100,11.12,snow
621,Maniwaki,CA,46.3834,-75.966,37.78,93,58,3.44,broken clouds
622,Isangel,VU,-19.55,169.2667,80.46,84,100,9.78,overcast clouds
623,Krasnyy Yar,RU,46.5331,48.3456,57.13,75,100,11.9,overcast clouds
624,Port Blair,IN,11.6667,92.75,82.44,78,20,2.3,mist
625,Kisangani,CD,0.5167,25.2,90.03,44,43,1.39,scattered clouds
626,Albert Town,JM,18.2943,-77.5424,75.7,57,100,4.63,overcast clouds
627,Senden,DE,48.3244,10.0444,47.25,51,80,13.8,broken clouds
628,Bealanana,MG,-14.55,48.7333,67.33,94,99,2.86,overcast clouds
629,Harbour Breton,CA,47.4833,-55.7983,34.03,95,100,24.43,snow
630,Bhusawal,IN,21.05,75.7667,97.43,14,6,7.38,clear sky
631,Larsnes,NO,62.2028,5.5773,42.44,83,100,19.04,overcast clouds
632,Henderson,US,36.0397,-114.9819,72.75,20,0,4.61,clear sky
633,Traralgon,AU,-38.1833,146.5333,58.55,95,0,1.25,clear sky
634,Salinopolis,BR,-0.6136,-47.3561,75.61,95,100,7.36,overcast clouds
635,Goleniow,PL,53.5639,14.8285,48.61,49,20,20.71,few clouds
636,Paita,PE,-5.0892,-81.1144,73.44,73,100,5.75,overcast clouds
637,Mopti,ML,14.6667,-4.0,109.81,5,7,15.5,clear sky
638,Palm Bay,US,28.0345,-80.5887,69.01,51,100,14.0,overcast clouds
639,Zhengjiatun,CN,43.5064,123.5064,55.62,23,86,9.98,overcast clouds
640,Tshikapa,CD,-6.4167,20.8,79.59,85,99,3.49,light rain
641,Nyurba,RU,63.2842,118.3319,6.35,99,81,1.54,broken clouds
642,Norden,DE,53.6,7.2,45.95,69,100,3.0,overcast clouds
643,Tubuala,PA,9.5167,-79.0333,78.13,92,100,14.63,overcast clouds
644,Moroni,KM,-11.7022,43.2551,81.46,83,74,11.45,broken clouds
645,Bitung,ID,1.4451,125.1824,77.85,83,72,9.64,broken clouds
646,Zaltan,LY,32.947,11.8665,73.04,33,0,12.24,clear sky
647,Dalby,AU,-27.1833,151.2667,66.97,85,25,1.99,scattered clouds
648,Manado,ID,1.487,124.8455,77.77,100,40,1.14,scattered clouds
649,Jiwani,PK,25.05,61.7417,83.07,64,25,13.4,scattered clouds
650,Puerto Ayacucho,VE,5.6639,-67.6236,87.51,61,99,2.17,overcast clouds
651,Kamenka,RU,51.3223,42.7678,51.15,85,74,4.59,broken clouds
652,Monastyrshchina,RU,54.3496,31.838,44.06,93,100,16.82,overcast clouds
653,Warri,NG,5.5167,5.75,88.92,55,100,7.09,overcast clouds
654,Kedougou,SN,12.5579,-12.1743,108.5,10,10,5.35,clear sky
655,Kavaratti,IN,10.5669,72.642,84.25,75,86,10.02,overcast clouds
656,Abong Mbang,CM,3.9833,13.1833,88.86,37,97,3.62,overcast clouds
657,Zhiryatino,RU,53.2228,33.7306,46.72,91,100,15.75,overcast clouds
658,Ewa Beach,US,21.3156,-158.0072,75.15,75,0,12.66,clear sky
659,Hirna,ET,9.2167,41.1,71.56,46,90,5.23,overcast clouds
660,Thongwa,MM,16.7619,96.5278,84.36,63,1,9.6,clear sky
661,Novo Aripuana,BR,-5.1206,-60.3797,84.9,69,100,5.66,overcast clouds
662,Moyale,KE,3.5167,39.0584,78.26,47,64,10.83,broken clouds
663,Matinha,BR,-3.1006,-45.0336,86.04,68,79,4.21,broken clouds
664,Dickinson,US,29.4608,-95.0513,72.16,48,0,1.99,clear sky
665,Nonoichi,JP,36.5333,136.6167,55.18,56,0,6.78,clear sky
666,Rantauprapat,ID,2.1,99.8333,74.89,98,100,3.27,overcast clouds
667,Klyuchi,RU,52.2667,79.1667,37.13,60,22,7.99,few clouds
668,Nedjo,ET,9.5046,35.5019,67.91,59,99,9.04,light rain
669,Saint-Augustin,CA,51.226,-58.6502,32.4,99,100,14.92,snow
670,Agbor,NG,6.2518,6.1934,90.39,51,100,10.13,light rain
671,Jinxiang,CN,27.4327,120.6062,62.64,89,13,3.38,few clouds
672,Doha,QA,25.2867,51.5333,97.11,29,68,8.05,broken clouds
673,Tobol,KZ,52.6844,62.5794,47.88,72,100,11.77,overcast clouds
674,Samarkand,UZ,39.6542,66.9597,71.02,49,87,6.91,overcast clouds
675,Zhob,PK,31.3411,69.4481,81.63,8,11,7.38,few clouds
676,Hobyo,SO,5.3505,48.5268,82.83,73,14,14.85,few clouds
677,Ambilobe,MG,-13.2,49.05,76.95,90,100,1.07,overcast clouds
678,Kailua,US,21.4022,-157.7394,75.18,78,75,9.22,broken clouds
679,Bairiki,KI,1.3292,172.9752,80.6,83,40,10.36,scattered clouds
680,Yukhnov,RU,54.7444,35.2297,44.01,89,100,12.86,overcast clouds
681,Faya,SA,18.3851,42.4509,77.11,38,0,10.4,clear sky
682,Talnakh,RU,69.4865,88.3972,2.21,98,100,3.89,light snow
683,Ucluelet,CA,48.9329,-125.5528,40.08,84,47,1.01,scattered clouds
684,Olivet,FR,47.8622,1.8991,55.11,50,0,13.8,clear sky
685,Ulladulla,AU,-35.35,150.4667,63.5,92,46,3.91,scattered clouds
686,Cabra,ES,37.4725,-4.4421,68.63,51,10,6.98,clear sky
687,Xining,CN,36.6167,101.7667,56.43,9,65,4.56,broken clouds
688,Okakarara,NA,-20.5833,17.4333,83.21,28,70,9.71,broken clouds
689,Koutiala,ML,12.3917,-5.4642,106.95,6,9,9.78,clear sky
690,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,77.09,69,0,6.44,clear sky
